pid;name;born;nationality;features
8050412060201;;1968;CZ;POSTAVA střední,BARVA VLASŮ hnědé,TVAR VLASŮ rovné,BARVA OČÍ hnědá
14481026150011;;1985;PL;POSTAVA střední,BARVA VLASŮ plavé (blond),TVAR VLASŮ rovné,BARVA OČÍ modrá
13260228171511;;1961;CZ;POSTAVA střední,TVAR VLASŮ rovné
8220803160703;;1985;CZ;POSTAVA střední,BARVA VLASŮ hnědé,BARVA OČÍ modrá
11150921100409;;1988;CZ;POSTAVA střední,BARVA VLASŮ hnědé,TVAR VLASŮ vlnité,BARVA OČÍ šedá
9300302170707;;1964;CZ;POSTAVA střední
11070616150011;;1968;RUS;POSTAVA střední,BARVA VLASŮ hnědočerné,TVAR VLASŮ rovné
13020420121505;;1991;SK;POSTAVA střední,BARVA VLASŮ hnědé,TVAR VLASŮ rovné,BARVA OČÍ modrá
11050616160704;;1967;CZ;POSTAVA střední,BARVA VLASŮ hnědé,BARVA OČÍ šedá
9230925130208;;1982;CZ;POSTAVA hubená,BARVA VLASŮ hnědé,TVAR VLASŮ rovné,BARVA OČÍ hnědá
14480801161801;;1978;CZ;POSTAVA střední,BARVA VLASŮ hnědočerné,TVAR VLASŮ rovné,BARVA OČÍ hnědá
13511121160407;;1992;CZ;2
7280628160409;;1986;CZ;POSTAVA hubená,BARVA VLASŮ hnědé,BARVA OČÍ hnědá
11220603160011;;1962;CZ;POSTAVA střední,BARVA VLASŮ hnědé,TVAR VLASŮ rovné,BARVA OČÍ šedá BARVA OČÍ zelená
13371212130602;;1979;CZ;POSTAVA obézní,BARVA VLASŮ hnědé,BARVA OČÍ modrá
11480427150707;;1987;CZ;POSTAVA hubená,BARVA VLASŮ hnědočerné,STŘIH VOUSŮ oholen,BARVA OČÍ hnědá
14451211000607;;1977;CZ;POSTAVA hubená,BARVA VLASŮ hnědé,BARVA OČÍ šedá BARVA OČÍ zelená
11580306170707;;1990;CZ;POSTAVA hubená,BARVA VLASŮ plavé (blond),STŘIH VOUSŮ strniště,BARVA OČÍ modrá
13480920161805;;1967;CZ;2
7190310170707;;2001;CZ;POSTAVA hubená,BARVA VLASŮ hnědé,BARVA OČÍ modrá
14440525160707;;1965;CZ;BARVA VLASŮ černé,BARVA OČÍ modrá
10460831150115;;1975;CZ;POSTAVA hubená,BARVA VLASŮ hnědé BARVA VLASŮ šedé,TVAR VLASŮ rovné,BARVA VOUSŮ prošedivělé TVAR VOUSŮ hladké HUSTOTA VOUSŮ středně husté STŘIH VOUSŮ plnovous STŘIH VOUSŮ strniště,BARVA OČÍ šedá
13260806100011;;1966;UA;POSTAVA střední,BARVA VLASŮ hnědočerné,BARVA OČÍ hnědá
14021105151508;;1973;CZ;POSTAVA hubená,BARVA VLASŮ hnědé,TVAR VLASŮ vlnité,BARVA OČÍ hnědá
14020406160408;;2002;CZ;POSTAVA hubená,BARVA VLASŮ černé,BARVA OČÍ hnědá
9180113170702;;1971;CZ;POSTAVA střední,BARVA VLASŮ hnědočerné,TVAR VLASŮ rovné,STŘIH VOUSŮ knír STŘIH VOUSŮ bradka,BARVA OČÍ modrá
17520221171405;;1976;CZ;POSTAVA hubená,BARVA VLASŮ hnědé,TVAR VLASŮ kadeřavé,BARVA OČÍ modrá
12340223161505;;1990;CZ;POSTAVA střední,BARVA VLASŮ hnědé,TVAR VLASŮ rovné,STŘIH VOUSŮ strniště,BARVA OČÍ hnědá
8140728040702;;1965;CZ;POSTAVA střední,BARVA VLASŮ hnědočerné,TVAR VLASŮ vlnité,BARVA OČÍ zelená
9251027160011;;1986;AL;POSTAVA střední,BARVA VLASŮ hnědočerné,TVAR VLASŮ rovné,BARVA OČÍ šedá BARVA OČÍ zelená
9190310141801;;1968;CZ;POSTAVA střední,BARVA VLASŮ černé,STŘIH VOUSŮ oholen,BARVA OČÍ hnědá
9590302161408;;1977;CZ;POSTAVA hubená POSTAVA střední,BARVA VLASŮ hnědočerné,TVAR VLASŮ rovné,BARVA OČÍ hnědá
12460429160612;;1963;CZ;POSTAVA střední,BARVA VLASŮ hnědé BARVA VLASŮ šedé,STŘIH VOUSŮ oholen,BARVA OČÍ hnědá
390901151508;;2008;CZ;POSTAVA hubená,BARVA VLASŮ hnědé,TVAR VLASŮ rovné,BARVA OČÍ hnědá
8480921160604;;1971;SK;POSTAVA střední,BARVA VLASŮ hnědé,BARVA VOUSŮ hnědočerné STŘIH VOUSŮ strniště,BARVA OČÍ modrá
12490301110407;;1984;SK;POSTAVA hubená,BARVA VLASŮ hnědočerné,BARVA VOUSŮ hnědé TVAR VOUSŮ hladké STŘIH VOUSŮ knír
10250324160115;;1980;CZ;POSTAVA obézní,BARVA VLASŮ hnědé,BARVA OČÍ hnědá
9320824161805;;1973;CZ;POSTAVA střední,BARVA VLASŮ hnědé,BARVA OČÍ modrá
13490317160206;;1980;CZ;POSTAVA střední,BARVA VLASŮ hnědočerné,TVAR VLASŮ rovné,BARVA OČÍ hnědá
12141201990610;;1964;CZ;POSTAVA střední,BARVA VLASŮ hnědé,TVAR VLASŮ rovné,BARVA OČÍ modrá
9121125160408;;1995;CZ;2
15220307170014;;1969;CZ;2
9320703130310;;1991;SK;POSTAVA hubená,BARVA VLASŮ hnědé,TVAR VLASŮ rovné,BARVA OČÍ zelená BARVA OČÍ hnědá
11011130160014;;1985;CZ;POSTAVA střední,BARVA VLASŮ plavé (blond),BARVA OČÍ modrá
8150912131706;;1973;CZ;POSTAVA střední,BARVA VLASŮ plavé (blond)
8331115130012;;1977;CZ;POSTAVA střední,BARVA VLASŮ hnědé BARVA VLASŮ ryšavé,BARVA OČÍ šedá
12470223170704;;1966;CZ;POSTAVA střední,BARVA VLASŮ šedé,TVAR VLASŮ rovné
10230624141902;;1974;YU;NA,            
11351021100020;;1977;UA;POSTAVA střední
14270308120116;;1967;CZ;POSTAVA hubená,BARVA VLASŮ hnědočerné,TVAR VLASŮ rovné,BARVA OČÍ hnědá
7510804060012;;1952;RC;POSTAVA hubená POSTAVA střední,BARVA VLASŮ hnědočerné,BARVA OČÍ hnědá
12140218030002;;1965;RC;POSTAVA hubená POSTAVA střední,BARVA VLASŮ černé,BARVA OČÍ černá
15320120990003;;1971;RC;POSTAVA hubená,BARVA VLASŮ černé,TVAR VLASŮ rovné,BARVA OČÍ hnědá
10500920110602;;1971;CZ;POSTAVA hubená,BARVA VLASŮ ryšavé,TVAR VLASŮ rovné,BARVA OČÍ modrá
9300527090020;;1985;RUS;POSTAVA hubená,BARVA VLASŮ hnědé,TVAR VLASŮ rovné,STŘIH VOUSŮ oholen,BARVA OČÍ šedá BARVA OČÍ modrá
9360322160103;;1994;LV;POSTAVA střední,BARVA VLASŮ plavé (blond),TVAR VLASŮ rovné,BARVA OČÍ hnědá
10400911950604;;1950;CZ;POSTAVA střední,BARVA VLASŮ plavé (blond),TVAR VLASŮ rovné,BARVA OČÍ šedá
9521030131903;;1973;CZ;POSTAVA obézní,BARVA VLASŮ plavé (blond),TVAR VLASŮ rovné,TVAR VOUSŮ hladké HUSTOTA VOUSŮ středně husté HUSTOTA VOUSŮ řídké STŘIH VOUSŮ bradka STŘIH VOUSŮ strniště,BARVA OČÍ modrá
10450215060706;;1953;CZ;POSTAVA obézní,BARVA VLASŮ šedé,BARVA VOUSŮ prošedivělé STŘIH VOUSŮ plnovous,BARVA OČÍ hnědá
11291208161610;;1987;CZ;POSTAVA střední,BARVA VLASŮ hnědočerné,TVAR VLASŮ rovné,BARVA VOUSŮ černé TVAR VOUSŮ hladké STŘIH VOUSŮ strniště,BARVA OČÍ hnědá
7380823160012;;1994;CZ;POSTAVA hubená,BARVA VLASŮ hnědé,TVAR VLASŮ rovné,BARVA OČÍ modrá
12080218160014;;1984;CZ;POSTAVA střední,BARVA VLASŮ hnědé,STŘIH VOUSŮ knír STŘIH VOUSŮ bradka,BARVA OČÍ šedá BARVA OČÍ modrá
17400203170201;;1999;CZ;POSTAVA hubená,BARVA VLASŮ hnědé,TVAR VLASŮ rovné,BARVA OČÍ hnědá
15140905020707;;1952;YU;POSTAVA obézní,BARVA VLASŮ šedé,STŘIH VOUSŮ knír,BARVA OČÍ hnědá
12490407141902;;1973;CZ;2
15070307170014;;1973;CZ;2
13441112150108;;1984;CZ;POSTAVA střední,TVAR VLASŮ rovné,BARVA OČÍ zelená
13230309171711;;1991;CZ;POSTAVA střední,BARVA VLASŮ hnědočerné,TVAR VLASŮ rovné,BARVA OČÍ hnědá
10040130170304;;1987;CZ;POSTAVA hubená
8290607160201;;1984;RO;POSTAVA obézní,BARVA VLASŮ hnědé,TVAR VLASŮ rovné,BARVA VOUSŮ hnědé TVAR VOUSŮ hladké HUSTOTA VOUSŮ středně husté STŘIH VOUSŮ bradka,BARVA OČÍ hnědá,ZNALOST JAZYKŮ rumunský
11070620140011;;1992;RO;BARVA VLASŮ hnědé,TVAR VLASŮ rovné,BARVA OČÍ hnědá
22400203170407;;1999;CZ;POSTAVA hubená,BARVA VLASŮ plavé (blond),BARVA OČÍ modrá
14070601120702;;1968;CZ;POSTAVA střední,BARVA OČÍ hnědá
16310328141405;;1966;CZ;POSTAVA hubená,BARVA VLASŮ hnědé,BARVA OČÍ hnědá
8580616140408;;1976;CZ;2
11340801970606;;1970;CZ;POSTAVA střední,BARVA VLASŮ hnědé,JIZVA ČELO
11210817100602;;1980;UA;POSTAVA střední,BARVA VLASŮ hnědé
9421125090305;;1989;UA;POSTAVA hubená,BARVA VLASŮ černé
13300421160014;;1970;CZ;POSTAVA hubená,BARVA VLASŮ hnědočerné,BARVA OČÍ hnědá
8270801121706;;1963;CZ;POSTAVA střední,BARVA VLASŮ hnědočerné
13490205150602;;1940;MK;POSTAVA střední,BARVA VLASŮ hnědé,BARVA OČÍ hnědá
12460127160014;;1990;RO;POSTAVA střední
17120929080705;;1974;CZ;POSTAVA střední,BARVA VLASŮ plavé (blond) BARVA VLASŮ hnědé,TVAR VLASŮ rovné,STŘIH VOUSŮ bradka,BARVA OČÍ hnědá
22340212171801;;1999;CZ;POSTAVA střední,BARVA VLASŮ plavé (blond),BARVA OČÍ modrá
13500221171801;;1992;CZ;POSTAVA hubená,BARVA VLASŮ černé,STŘIH VOUSŮ strniště,BARVA OČÍ hnědá
8131203141610;;1980;SK;POSTAVA obézní,BARVA VLASŮ plavé (blond) BARVA VLASŮ hnědé BARVA VLASŮ hnědočerné BARVA VLASŮ odbarvené
14410602161409;;1982;CZ;POSTAVA střední,BARVA VLASŮ hnědé,STŘIH VOUSŮ oholen,BARVA OČÍ modrá BARVA OČÍ zelená,TETOVÁNÍ KRK VPŘEDU TETOVÁNÍ LEVÁ RUKA TETOVÁNÍ KRK VZADU
13091130161711;;1981;CZ;POSTAVA střední,BARVA VLASŮ hnědé,TVAR VLASŮ rovné,BARVA OČÍ zelená
7021115161804;;1968;CZ;POSTAVA střední,BARVA VLASŮ hnědočerné
15440412160201;;1981;CZ;POSTAVA střední,BARVA VLASŮ hnědočerné,TVAR VLASŮ rovné,BARVA VOUSŮ hnědočerné TVAR VOUSŮ kartáčovité HUSTOTA VOUSŮ středně husté STŘIH VOUSŮ knír STŘIH VOUSŮ bradka,BARVA OČÍ hnědá
10180222170305;;1973;PL;POSTAVA hubená,BARVA VLASŮ hnědočerné,TVAR VLASŮ rovné,BARVA VOUSŮ hnědočerné STŘIH VOUSŮ strniště,BARVA OČÍ hnědá
10020509161505;;1974;CZ;POSTAVA střední,BARVA VLASŮ plavé (blond),TVAR VLASŮ rovné
22310310171405;;1966;CZ;POSTAVA střední,BARVA OČÍ modrá
14330103070602;;1980;CZ;POSTAVA hubená,BARVA VLASŮ hnědé,BARVA OČÍ modrá,JIZVA LEVÉ RAMENO
12350303141420;;1977;CZ;POSTAVA hubená,BARVA VLASŮ černé,TVAR VLASŮ rovné,STŘIH VOUSŮ bradka,BARVA OČÍ zelená,ZNALOST JAZYKŮ anglický
11170216170111;;1981;CZ;POSTAVA střední,BARVA VLASŮ hnědé,TVAR VLASŮ rovné,STŘIH VOUSŮ bradka,BARVA OČÍ hnědá
11471230980707;;1972;CZ;POSTAVA střední,BARVA VLASŮ hnědé,BARVA OČÍ hnědá
13270306170304;;1988;CZ;POSTAVA hubená,BARVA VLASŮ hnědé,BARVA OČÍ hnědá
14550722151902;;1984;SK;2
12560309170104;;1971;CZ;POSTAVA střední,BARVA VLASŮ černé,TVAR VLASŮ rovné,BARVA OČÍ hnědá
8331115130012;;1977;CZ;POSTAVA střední,BARVA VLASŮ hnědé BARVA VLASŮ ryšavé,BARVA OČÍ šedá
16101103151805;;1973;CZ;POSTAVA hubená POSTAVA střední,BARVA VLASŮ hnědočerné,TVAR VLASŮ rovné,BARVA VOUSŮ prošedivělé,BARVA OČÍ hnědá
8151022150208;;1963;CZ;POSTAVA střední,BARVA VLASŮ šedé,BARVA VOUSŮ prošedivělé STŘIH VOUSŮ knír
14430807150111;;1954;CZ;POSTAVA střední,BARVA VLASŮ plavé (blond),TVAR VLASŮ kadeřavé,BARVA OČÍ modrá
12541126100408;;1989;CZ;2
9440203170305;;1986;SK;POSTAVA hubená,BARVA VLASŮ plavé (blond) BARVA VLASŮ odbarvené,TVAR VLASŮ rovné,BARVA OČÍ zelená
8240803050011;;1956;CZ;POSTAVA obézní,BARVA VLASŮ hnědé BARVA VLASŮ šedé,STŘIH VOUSŮ oholen,BARVA OČÍ modrá BARVA OČÍ zelená
15240311110707;;1958;PL;POSTAVA hubená,BARVA VLASŮ hnědé BARVA VLASŮ šedé,BARVA VOUSŮ hnědé BARVA VOUSŮ šedé STŘIH VOUSŮ plnovous,BARVA OČÍ šedá
13540728110409;;1990;CZ;POSTAVA střední,BARVA VLASŮ ryšavé,TVAR VLASŮ rovné,BARVA OČÍ modrá,            
23420119171411;;2000;CZ;POSTAVA hubená,BARVA VLASŮ hnědočerné,BARVA OČÍ hnědá
8330303111511;;1977;SK;POSTAVA střední,BARVA VLASŮ hnědočerné,BARVA OČÍ hnědá
23040311170707;;2001;CZ;POSTAVA střední,BARVA VLASŮ hnědé,BARVA OČÍ hnědá,TETOVÁNÍ PRAVÁ PAŽE
14110210170707;;1999;CZ;POSTAVA střední,BARVA VLASŮ hnědé,BARVA OČÍ hnědá
14021114160407;;1978;CZ;2
10500818040508;;1977;CZ;POSTAVA hubená,BARVA VLASŮ hnědočerné,BARVA OČÍ hnědá
11371102160707;;1997;CZ;POSTAVA střední
10091020160707;;1986;CZ;POSTAVA hubená,BARVA VLASŮ černé
13120104170703;;1984;CZ;POSTAVA střední,BARVA VLASŮ černé BARVA VLASŮ šedé,TVAR VLASŮ rovné,STŘIH VOUSŮ strniště,BARVA OČÍ hnědá
13570108150407;;1964;CZ;POSTAVA střední,BARVA OČÍ hnědá
12350505160014;;1984;CZ;POSTAVA hubená,BARVA VLASŮ ryšavé,BARVA OČÍ modrá
12520510160014;;1984;CZ;POSTAVA hubená,BARVA VLASŮ hnědé,TVAR VLASŮ rovné,BARVA OČÍ zelená
21510212160602;;1999;CZ;POSTAVA hubená,BARVA VLASŮ hnědočerné,BARVA OČÍ hnědá
10181022150013;;1959;SRB;POSTAVA střední,BARVA VLASŮ černé
10181022150013;;1959;SRB;POSTAVA střední,BARVA VLASŮ černé
15200405070406;;1952;CZ;POSTAVA střední,BARVA VLASŮ šedé,TVAR VLASŮ rovné,BARVA VOUSŮ prošedivělé STŘIH VOUSŮ knír,BARVA OČÍ modrá
10320313171711;;1968;CZ;POSTAVA střední,BARVA VLASŮ hnědé BARVA VLASŮ šedé,TVAR VLASŮ rovné,STŘIH VOUSŮ bradka,BARVA OČÍ šedá BARVA OČÍ modrá
10071027160011;;1964;CZ;POSTAVA střední,BARVA VLASŮ hnědé,TVAR VLASŮ rovné,BARVA OČÍ hnědá
10281002130613;;1969;CZ;POSTAVA hubená POSTAVA střední,BARVA VLASŮ hnědé,TVAR VLASŮ vlnité,BARVA OČÍ hnědá
14190306120107;;1978;CZ;2
8461016150014;;1975;SK;POSTAVA střední,BARVA VLASŮ černé,TVAR VLASŮ rovné,BARVA OČÍ černá
8450429150013;;1985;CZ;POSTAVA střední,BARVA VLASŮ hnědé BARVA VLASŮ černé
14570317085030;;1971;CZ;2
17120929080705;;1974;CZ;POSTAVA střední,BARVA VLASŮ plavé (blond) BARVA VLASŮ hnědé,TVAR VLASŮ rovné,STŘIH VOUSŮ bradka,BARVA OČÍ hnědá
10200113170707;;1983;CZ;POSTAVA střední,BARVA VLASŮ hnědé
13300228171617;;2000;CZ;POSTAVA hubená,BARVA VLASŮ plavé (blond),BARVA OČÍ modrá
11310803160707;;1992;CZ;POSTAVA střední,BARVA VLASŮ obarvené
15140130170012;;1969;CZ;BARVA VLASŮ černé,TVAR VLASŮ vlnité,BARVA OČÍ zelená BARVA OČÍ hnědá
19031025000002;;1980;SR;POSTAVA hubená,BARVA VLASŮ plavé (blond) BARVA VLASŮ obarvené,TVAR VLASŮ rovné,BARVA OČÍ zelená
8490801000701;;1980;CZ;POSTAVA hubená,BARVA VLASŮ hnědočerné,BARVA OČÍ hnědá,ZNALOST JAZYKŮ německý
19040704120111;;1985;WAN;POSTAVA hubená,BARVA VLASŮ černé,BARVA OČÍ černá
21330217170203;;2000;CZ;POSTAVA hubená,BARVA VLASŮ černé,BARVA OČÍ hnědá
13500211150706;;1996;CZ;2
10240103170505;;1990;PL;POSTAVA střední
8311003160206;;1973;CZ;POSTAVA střední,BARVA VLASŮ hnědé,TVAR VLASŮ rovné,BARVA OČÍ modrá
10560530160011;;1984;RUS;POSTAVA střední,BARVA VLASŮ černé,TVAR VLASŮ rovné,BARVA OČÍ hnědá
13170611150205;;1969;CZ;POSTAVA střední,BARVA VLASŮ hnědé BARVA VLASŮ obarvené,TVAR VLASŮ vlnité,BARVA OČÍ hnědá
11530503160602;;1982;CZ;POSTAVA hubená,BARVA VLASŮ černé,TVAR VLASŮ rovné,BARVA OČÍ hnědá
8140606160408;;2001;CZ;POSTAVA hubená,BARVA VLASŮ hnědé,BARVA OČÍ hnědá
14040620160707;;1992;CZ;POSTAVA střední,BARVA VLASŮ hnědočerné,BARVA OČÍ hnědá
13510221170707;;1989;CZ;POSTAVA střední,BARVA VLASŮ hnědé,BARVA OČÍ hnědá
10071010161610;;1972;CZ;POSTAVA střední,BARVA VLASŮ plavé (blond) BARVA VLASŮ melír
9401222140707;;1987;CZ;POSTAVA střední,BARVA VLASŮ hnědočerné,BARVA OČÍ hnědá
12400227170311;;1990;CZ;POSTAVA střední,BARVA VLASŮ hnědé,TVAR VLASŮ rovné,BARVA OČÍ zelená BARVA OČÍ hnědá
10310722140408;;1974;CZ;POSTAVA střední,BARVA VLASŮ hnědé,BARVA OČÍ hnědá
11071103160510;;1991;RO;2
13341130150408;;1978;CZ;2
16120831150114;;1972;RP;POSTAVA obézní,BARVA VLASŮ hnědočerné,TVAR VLASŮ rovné,BARVA OČÍ hnědá
13400422150403;;1986;UA;POSTAVA hubená,BARVA VLASŮ plavé (blond),TVAR VLASŮ rovné,BARVA OČÍ modrá
18550221171614;;2001;CZ;POSTAVA hubená,BARVA VLASŮ melír,BARVA OČÍ zelená
14410412165030;;1984;CZ;POSTAVA hubená,BARVA VLASŮ odbarvené,TVAR VLASŮ rovné,BARVA OČÍ hnědá
7370825150702;;1997;CZ;POSTAVA obézní,BARVA VLASŮ hnědé,BARVA OČÍ šedá
8300614960320;;1970;CZ;POSTAVA střední,BARVA VLASŮ plavé (blond) BARVA VLASŮ odbarvené
18070206161620;;2002;CZ;POSTAVA hubená,BARVA VLASŮ hnědé,BARVA OČÍ zelená BARVA OČÍ hnědá,            
8370701150201;;1981;CZ;POSTAVA hubená,BARVA VLASŮ hnědočerné,BARVA OČÍ hnědá
10191221160205;;1984;RO;POSTAVA střední,BARVA VLASŮ hnědé,TVAR VLASŮ rovné,BARVA OČÍ hnědá
13290606161902;;1983;CZ;2
13071219120507;;1986;CZ;POSTAVA hubená,BARVA VLASŮ černé,TVAR VLASŮ rovné,BARVA OČÍ zelená BARVA OČÍ hnědá,MAT. ZNAMÉNKO HÝŽDĚ
9480503161706;;1980;CZ;POSTAVA střední,BARVA VLASŮ hnědé,TVAR VLASŮ vlnité
21151206160613;;1999;CZ;POSTAVA hubená,BARVA VLASŮ hnědočerné,TVAR VLASŮ rovné,BARVA OČÍ modrá
9340310170012;;1991;CZ;POSTAVA hubená,BARVA VLASŮ plavé (blond),TVAR VLASŮ vlnité
14500401970402;;1971;CZ;POSTAVA hubená,BARVA VLASŮ hnědočerné,BARVA OČÍ hnědá
12290701160011;;1966;SK;POSTAVA obézní,BARVA VLASŮ hnědočerné,TVAR VLASŮ rovné,BARVA OČÍ hnědá
10480123170613;;1986;SK;POSTAVA hubená,TVAR VLASŮ vlnité,BARVA OČÍ šedá BARVA OČÍ modrá
10490725120306;;1986;CZ;POSTAVA střední,BARVA VLASŮ hnědočerné,TVAR VLASŮ rovné,BARVA OČÍ zelená
14300713161909;;1972;CZ;POSTAVA obézní,BARVA VLASŮ černé,TVAR VLASŮ rovné,BARVA OČÍ zelená BARVA OČÍ hnědá,            
20001010050203;;1938;CZ;POSTAVA hubená,BARVA VLASŮ ryšavé,TVAR VLASŮ vlnité,BARVA OČÍ zelená BARVA OČÍ hnědá
10420906110613;;1969;CZ;POSTAVA střední,BARVA VLASŮ hnědé,TVAR VLASŮ vlnité
12231216160613;;1988;CZ;POSTAVA střední,BARVA VLASŮ hnědé,TVAR VLASŮ rovné,BARVA OČÍ hnědá
14270920100409;;1984;CZ;POSTAVA střední,BARVA VLASŮ černé,BARVA OČÍ černá
9040318151505;;1973;CZ;POSTAVA hubená,BARVA VLASŮ obarvené,TVAR VLASŮ rovné
22051219160120;;1932;CZ;POSTAVA střední,BARVA VLASŮ hnědé BARVA VLASŮ šedé,BARVA OČÍ hnědá
10390131170208;;1974;CZ;2
18460312170707;;2002;SK;POSTAVA střední,BARVA VLASŮ plavé (blond) BARVA VLASŮ hnědé,TVAR VLASŮ vlnité,BARVA OČÍ hnědá
11120308170707;;2000;CZ;2
8190308171617;;2001;CZ;POSTAVA hubená,BARVA VLASŮ hnědočerné,TVAR VLASŮ rovné,BARVA OČÍ zelená
19321002160707;;1999;CZ;POSTAVA hubená,BARVA VLASŮ černé,BARVA OČÍ hnědá
9220312140407;;1978;SK;POSTAVA střední,BARVA VLASŮ hnědé,TVAR VLASŮ vlnité,BARVA OČÍ hnědá
13360303170510;;1976;PL;BARVA VLASŮ plavé (blond) BARVA VLASŮ obarvené,TVAR VLASŮ rovné
13150725130510;;1970;MK;POSTAVA hubená,BARVA VLASŮ plavé (blond) BARVA VLASŮ obarvené,BARVA OČÍ hnědá,ZNAL.JAZYKŮ ruský
11150527150011;;1989;UA;POSTAVA střední,BARVA VLASŮ plavé (blond),TVAR VLASŮ rovné
13580224170305;;1968;CZ;POSTAVA střední,BARVA VLASŮ hnědé BARVA VLASŮ obarvené,TVAR VLASŮ rovné,BARVA OČÍ hnědá
11450616040505;;1963;CZ;POSTAVA střední,BARVA VLASŮ hnědé,TVAR VLASŮ vlnité,BARVA OČÍ zelená,ZNALOST JAZYKŮ německý ZNALOST JAZYKŮ anglický ZNALOST JAZYKŮ italský
12300523161902;;1963;CZ;2
15430217170102;;1968;CZ;POSTAVA střední,BARVA VLASŮ hnědočerné,TVAR VLASŮ rovné,BARVA OČÍ hnědá,TETOVÁNÍ LEVÁ PAŽE
9491104150408;;1981;CZ;2
22170219171614;;2001;CZ;POSTAVA hubená,BARVA VLASŮ černé,BARVA OČÍ hnědá,            
9311207160403;;1964;VN;POSTAVA hubená,BARVA VLASŮ černé,TVAR VLASŮ rovné,BARVA OČÍ hnědá
15240402130014;;1974;VN;POSTAVA hubená,BARVA VLASŮ hnědočerné,BARVA OČÍ hnědá
18031226160013;;1942;CZ;POSTAVA hubená,BARVA VLASŮ bílé,BARVA OČÍ šedá,            
14331128130409;;1970;CZ;POSTAVA střední,BARVA VLASŮ černé BARVA VLASŮ obarvené,BARVA OČÍ hnědá
12251214090505;;1955;CZ;POSTAVA obézní,BARVA VLASŮ hnědé,BARVA OČÍ šedá
23341216161405;;1980;CZ;POSTAVA hubená,BARVA VLASŮ hnědočerné BARVA VLASŮ obarvené,TVAR VLASŮ rovné,BARVA OČÍ šedá BARVA OČÍ zelená
21270212170707;;2000;CZ;POSTAVA hubená,BARVA OČÍ hnědá
9560506150520;;1976;SK;POSTAVA střední,BARVA VLASŮ plavé (blond) BARVA VLASŮ hnědé,TVAR VLASŮ rovné,BARVA OČÍ šedá
17270312171805;;2001;CZ;POSTAVA hubená,BARVA VLASŮ černé,TVAR VLASŮ rovné,BARVA OČÍ modrá
14460908150114;;1958;UA;2
8000127150208;;1994;CZ;POSTAVA hubená,BARVA VLASŮ hnědé
12391022980610;;1910;CZ;POSTAVA hubená,BARVA VLASŮ šedé BARVA VLASŮ bílé,TVAR VLASŮ kadeřavé,MAT. ZNAMÉNKO PRAVÁ TVÁŘ
12500109170707;;1999;CZ;POSTAVA střední,BARVA VLASŮ černé,BARVA OČÍ hnědá
14480103171405;;1963;E;POSTAVA střední,BARVA VLASŮ hnědočerné,BARVA OČÍ hnědá
19340122070111;;1966;CZ;BARVA VLASŮ černé,TVAR VLASŮ rovné
19220201171620;;2000;CZ;POSTAVA hubená,BARVA VLASŮ hnědé,BARVA OČÍ hnědá
12540903020309;;1979;CZ;POSTAVA hubená,BARVA VLASŮ hnědé,BARVA OČÍ zelená
14230120171409;;1989;PL;POSTAVA střední,BARVA VLASŮ hnědé BARVA VLASŮ hnědočerné,TVAR VLASŮ vlnité
14400125080011;;1972;CZ;POSTAVA hubená,BARVA VLASŮ plavé (blond),BARVA OČÍ modrá,ZNALOST JAZYKŮ anglický
14311223161607;;2001;CZ;POSTAVA obézní,BARVA VLASŮ černé,TVAR VLASŮ rovné,BARVA OČÍ hnědá
13401108160505;;1995;CZ;POSTAVA střední,BARVA VLASŮ hnědočerné,TVAR VLASŮ rovné
12410110170014;;1993;SK;POSTAVA střední
21470313171902;;2002;CZ;NA,            
10480308170707;;1951;CZ;POSTAVA obézní,BARVA VLASŮ hnědočerné,BARVA OČÍ černá
13330523121515;;1976;CZ;2
13371102150410;;1984;CZ;POSTAVA střední,BARVA VLASŮ hnědočerné,BARVA OČÍ hnědá
8380127150707;;1979;CZ;POSTAVA střední
13380113170014;;1990;SK;POSTAVA hubená,BARVA VLASŮ hnědé,BARVA OČÍ hnědá
14151020160602;;1990;CZ;POSTAVA střední,BARVA VLASŮ hnědé,BARVA OČÍ hnědá
11270427160707;;1985;CZ;POSTAVA střední,BARVA VLASŮ hnědočerné,BARVA OČÍ hnědá
16270103171620;;2001;CZ;POSTAVA hubená,BARVA VLASŮ černé,BARVA OČÍ hnědá
8350308171607;;1999;CZ;POSTAVA střední,BARVA VLASŮ černé,TVAR VLASŮ rovné,BARVA OČÍ hnědá
13540818100409;;1976;CZ;POSTAVA střední,BARVA VLASŮ hnědé,TVAR VLASŮ rovné,BARVA OČÍ hnědá
10380713150407;;1977;CZ;POSTAVA střední,BARVA VLASŮ hnědé,TVAR VLASŮ rovné,BARVA OČÍ hnědá
14590113170108;;1955;CZ;POSTAVA obézní,BARVA VLASŮ plavé (blond) BARVA VLASŮ obarvené,TVAR VLASŮ rovné,BARVA OČÍ zelená
21420103161620;;2001;CZ;POSTAVA střední,BARVA VLASŮ hnědé,BARVA OČÍ hnědá
8030722090707;;1989;SK;POSTAVA střední,BARVA VLASŮ hnědé,BARVA OČÍ hnědá
13070902160208;;1978;SK;POSTAVA obézní,BARVA VLASŮ hnědočerné,TVAR VLASŮ rovné,BARVA OČÍ modrá
11350223170601;;2001;CZ;2
9100119170011;;1963;F;POSTAVA střední,BARVA VLASŮ plavé (blond),TVAR VLASŮ rovné,BARVA OČÍ hnědá
